ASSET_TYPE,TYPE_DESCRIPTION,DEDICATION,ORIENTATION,PLAQUE,MANUFACTURER,PLAQUE_SPONSOR,FINISH_TYPE,ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,longitude,latitude,location
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,"AS PER M REID; REMOVED DUE TO CONSTRUCTION, NOT FLOOD;  acr 2",BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.2277366249823,51.09815047934385,"(51.09815047934385, -114.2277366249823)"
6,PICNIC TABLE,NOT APPLICABLE,E,NOT APPLICABLE,,,NATURAL WOOD,,MOP856,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07466270295882,51.07257208977258,"(51.07257208977258, -114.07466270295882)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE IDENTIFIED,ACR 3 COMPOSITE MATERIAL,MON291,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.17333970439864,51.07778572078312,"(51.07778572078312, -114.17333970439864)"
3,MEMORIAL BENCH,DIXON,NW,PRESENT,,,,,SPR049,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.13611252597907,51.05477870644711,"(51.05477870644711, -114.13611252597907)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,"AS PER M REID; REMOVED DUE TO CONSTRUCTION, NOT FLOOD;  acr 2",BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.22738624020516,51.0980882695624,"(51.0980882695624, -114.22738624020516)"
3,MEMORIAL BENCH,GORDON WESLEY HODGSON,SW,PRESENT,,,PAINTED,2,VAR456,BOWMONT PRK,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.16555149961319,51.087048178028795,"(51.087048178028795, -114.16555149961319)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,NATURAL WOOD,XX ACR 2,REN787,825 6 ST NE,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.04933810806708,51.05940135672847,"(51.05940135672847, -114.04933810806708)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,PAINTED,,QPK065,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07640938966877,51.08747889294104,"(51.08747889294104, -114.07640938966877)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,LACQUERED WOOD,XX ACR 3,RYV001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.20606898425311,51.14886087062228,"(51.14886087062228, -114.20606898425311)"
3,MEMORIAL BENCH,CHANTARA,NW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,WBN316,WOODGINE-WOODFIELD CIRCLE,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.1229651087436,50.93842681128486,"(50.93842681128486, -114.1229651087436)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,DNC101,,CALGARY ROADS,CALGARY ROADS,,ACTIVE,-114.06363554208829,51.045604770292165,"(51.045604770292165, -114.06363554208829)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,RECYCLED PLASTIC / COMPOSITE,,EVE965,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.1144323126147,50.91791763518396,"(50.91791763518396, -114.1144323126147)"
3,MEMORIAL BENCH,STAN D COOK,SW,PRESENT,,PARKS FOUNDATION,,,SSD560,CRESCENT RD NW-BETWN 2 & 3 ST NW,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.06830663875157,51.059383281970355,"(51.059383281970355, -114.06830663875157)"
3,MEMORIAL BENCH,JIM ALEXANDER,N,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,ACR 3 FL ACR 2,ING036,INGLEWOOD- REGIONAL PATH END OF 15 ST. SE,PROVINCE OF ALBERTA,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.02096575737686,51.042973450300906,"(51.042973450300906, -114.02096575737686)"
5,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,POWDER COATED,,EVE110,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.10989696534662,50.917704278040496,"(50.917704278040496, -114.10989696534662)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,SNA178,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.11592540063833,51.04650959525501,"(51.04650959525501, -114.11592540063833)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,NATURAL WOOD,,HUN719,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.05245589451619,51.11092382292222,"(51.11092382292222, -114.05245589451619)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,ACR 3,CLI269,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07469530575344,51.03146098610762,"(51.03146098610762, -114.07469530575344)"
3,MEMORIAL BENCH,KARYN & JOHN,S,PRESENT,,,,,PKD503,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12525019251238,51.05384863865276,"(51.05384863865276, -114.12525019251238)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PLASTICIZED,,CHW375,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-114.11188328889807,51.08587829776625,"(51.08587829776625, -114.11188328889807)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,DECORATIVE MATERIAL,,BLN008,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.06789454929697,51.04046464119494,"(51.04046464119494, -114.06789454929697)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,PAINTED,,CHW427,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.11049674583379,51.092960529332025,"(51.092960529332025, -114.11049674583379)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,NATURAL WOOD,,NEB880,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.93731046317318,50.91667496397386,"(50.91667496397386, -113.93731046317318)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,HAR756,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.06221709890085,51.14547487748979,"(51.14547487748979, -114.06221709890085)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,HAY236,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.0781204103803,50.966289219658215,"(50.966289219658215, -114.0781204103803)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,X ACR 3,BRD852,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.03885325239364,51.05037977288019,"(51.05037977288019, -114.03885325239364)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,NATURAL WOOD,,QPK065,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07429477496345,51.083109441356974,"(51.083109441356974, -114.07429477496345)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,CAP670,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.08679196860295,51.07531875731281,"(51.07531875731281, -114.08679196860295)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,PARKS FOUNDATION,PAINTED,ACR 3 FL ACR 3,ING036,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.02281224543125,51.04256839465427,"(51.04256839465427, -114.02281224543125)"
5,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,POWDER COATED,,APP902,,GAS UTILITY,CALGARY PARKS,,ACTIVE,-113.93010896831271,51.0501971082069,"(51.0501971082069, -113.93010896831271)"
3,MEMORIAL BENCH,GERRY SMITHSON,N,PRESENT,,,LACQUERED WOOD,,ALT701,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.0885705294474,51.00989358866899,"(51.00989358866899, -114.0885705294474)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,POWDER COATED,,SAN759,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.09288115030455,51.13587386001147,"(51.13587386001147, -114.09288115030455)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PAINTED,,TAR124,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.9432218860311,51.11984788035139,"(51.11984788035139, -113.9432218860311)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,CAN341,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07427266329438,50.940693435891745,"(50.940693435891745, -114.07427266329438)"
5,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,ACR 3,DNC102,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07026842067225,51.04994530355074,"(51.04994530355074, -114.07026842067225)"
3,MEMORIAL BENCH,GABE DUBE,E,PRESENT,,PARKS FOUNDATION,DECORATIVE MATERIAL,PLAQUE INSTALLED 09/22/2015,BLN008,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.06744458121706,51.040207603643324,"(51.040207603643324, -114.06744458121706)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,PIN030,,CALGARY PARKS,CALGARY PARKS,REDEVELOPED BY WATER RESOURCES;PROJECT LEAD D. HAY,ACTIVE,-113.94045586926907,51.077624647593595,"(51.077624647593595, -113.94045586926907)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,VAL937,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.25371227533208,51.089918898635844,"(51.089918898635844, -114.25371227533208)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,CPF014,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.91705813262853,50.91499948174726,"(50.91499948174726, -113.91705813262853)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,PAINTED,,TEM042,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.94960803479495,51.08237168347283,"(51.08237168347283, -113.94960803479495)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,NATURAL WOOD,,MLR007,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.09429137874726,50.91868038281418,"(50.91868038281418, -114.09429137874726)"
3,MEMORIAL BENCH,"MARLENE ""MARLAENA"" LINDBERG",NE,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,GPK056,S GLENMORE PRK-NW OF VARIETY PARK-3 GRPD W OF DOCK,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.12137184742217,50.97524809303701,"(50.97524809303701, -114.12137184742217)"
1,BLEACHER,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,PEN583,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.94473395541849,51.04666430146518,"(51.04666430146518, -113.94473395541849)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PLASTICIZED,,BDO456,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.03113942648015,50.94169091503199,"(50.94169091503199, -114.03113942648015)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,LACQUERED WOOD,,DIS103,W OF PG,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.21364327359736,51.01743209255832,"(51.01743209255832, -114.21364327359736)"
5,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,DECORATIVE MATERIAL,,BLN016,,CALGARY PARKS,CALGARY PARKS,BALAU WOOD BENCH SLATS & CIP CONCRETE END BLOCK,ACTIVE,-114.0836546118762,51.041154196508515,"(51.041154196508515, -114.0836546118762)"
3,MEMORIAL BENCH,PATRICK JAMES (PADDY) NOLAN / HENRY GRATTAN (HARRY) NOLAN,SW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,CRE876,ROTARY PRK-JIM FISH RIDGE,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.06181011357265,51.05596017332391,"(51.05596017332391, -114.06181011357265)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,ACR 3,EAU121,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.06999715808998,51.053467443166895,"(51.053467443166895, -114.06999715808998)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,POWDER COATED,,CHA274,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.04095270367229,50.881181764317674,"(50.881181764317674, -114.04095270367229)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,NATURAL WOOD,,SCE383,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.22110905612506,51.11833121033243,"(51.11833121033243, -114.22110905612506)"
3,MEMORIAL BENCH,FLOYD & LORNA YEATS,W,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,RAM415,SCOTTSMAN'S HILL-IN FRONT OF 1904 SAILISBURY ST. SE,CALGARY PARKS,CALGARY PARKS SHARED,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.04667203481303,51.03728643772155,"(51.03728643772155, -114.04667203481303)"
5,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,PAINTED,,MEA368,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.08107599654434,50.99834004160742,"(50.99834004160742, -114.08107599654434)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,POWDER COATED,,BNK872,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.09862565847442,51.033972580398704,"(51.033972580398704, -114.09862565847442)"
3,MEMORIAL BENCH,BILL AND PEGGY CODE,SW,PRESENT,,,LACQUERED WOOD,,LKV503,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12897349056904,50.99220424911014,"(50.99220424911014, -114.12897349056904)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,PAINTED,,MIS006,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.06587428830619,51.03753491812038,"(51.03753491812038, -114.06587428830619)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,NATURAL WOOD,,SAD321,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.9449057298387,51.12747762905679,"(51.12747762905679, -113.9449057298387)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,PAINTED,,WHL565,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.11888147524638,51.05721441811398,"(51.05721441811398, -114.11888147524638)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,NATURAL WOOD,,HAR862,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.04860067317831,51.14606431253365,"(51.14606431253365, -114.04860067317831)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,COA786,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.17626539501464,51.056663562255125,"(51.056663562255125, -114.17626539501464)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,POWDER COATED,,SPH985,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.190609132991,51.03294826197006,"(51.03294826197006, -114.190609132991)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,LACQUERED WOOD,XX ACR 2,VAL711,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.27325934100183,51.09365288914377,"(51.09365288914377, -114.27325934100183)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,GLA651,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.15794355968691,51.0160044085955,"(51.0160044085955, -114.15794355968691)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,NATURAL WOOD,PARKS FOUNDATION EAST CALGARY GREENWAY PROJECTXX ACR 2,MOR001,MONTEREY GREENWAY,CALGARY PARKS,CALGARY PARKS,CCC/FACD WITH PH 2,ACTIVE,-113.92373879816984,51.084628915248544,"(51.084628915248544, -113.92373879816984)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PAINTED,,GDL818,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-114.14955932070121,51.03285778663692,"(51.03285778663692, -114.14955932070121)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,,,ACA192,,CALGARY PARKS,CALGARY PARKS,2018/08/20: INSTALL DATES ARE NOT CONSISTENT; USED FINAL MAINTENANCE CERTIFICATE DATE FOR OFF LEASH FOR ACTIVE DATE,ACTIVE,-114.03698352748006,50.972037460709934,"(50.972037460709934, -114.03698352748006)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,RECYCLED PLASTIC / COMPOSITE,COMPOSITE MATERIAL,MCT775,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.9725963819084,50.926568514550475,"(50.926568514550475, -113.9725963819084)"
3,MEMORIAL BENCH,JEAN MCNEILL,NE,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,ACR 3,WLD050,EDWORTHY PRK S-E OF BOOTHMAN BRIDGE ALONG RIV PATH,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.15444178844973,51.06376480622827,"(51.06376480622827, -114.15444178844973)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,NATURAL WOOD,,PAN011,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.08418655600298,51.151077529149966,"(51.151077529149966, -114.08418655600298)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,NATURAL WOOD,,CRA025,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.97777674454534,50.89525534739176,"(50.89525534739176, -113.97777674454534)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,PAINTED,,HID239,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.10540019225093,51.1569503583417,"(51.1569503583417, -114.10540019225093)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,NATURAL WOOD,,ROC671,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.23845758685273,51.140043436577216,"(51.140043436577216, -114.23845758685273)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,PAINTED,,ST1009,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.03301571412634,51.14970704462596,"(51.14970704462596, -114.03301571412634)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,X ACR 3,ERL246,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.06589392839334,51.03463397031736,"(51.03463397031736, -114.06589392839334)"
5,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,PAINTED,,SIG743,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.17728251234782,51.032773314652985,"(51.032773314652985, -114.17728251234782)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,GPK056,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.10034555824369,50.981160087762916,"(50.981160087762916, -114.10034555824369)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PAINTED,,VAR431,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.14639423385202,51.08454984920319,"(51.08454984920319, -114.14639423385202)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,NATURAL WOOD,,COV972,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.04347604478001,51.16865556151154,"(51.16865556151154, -114.04347604478001)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,POWDER COATED,,SHS441,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.08921876719808,50.92197158174536,"(50.92197158174536, -114.08921876719808)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PAINTED,,LKV533,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12970771799688,51.00109375732347,"(51.00109375732347, -114.12970771799688)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,POWDER COATED,,EVE103,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.10289389788294,50.912880396822295,"(50.912880396822295, -114.10289389788294)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PAINTED,,SAD343,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.94306941198529,51.13439896595087,"(51.13439896595087, -113.94306941198529)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,SIG744,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.17916068721429,51.02322392450136,"(51.02322392450136, -114.17916068721429)"
6,PICNIC TABLE,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,LEG021,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.0294112933578,50.86028145486989,"(50.86028145486989, -114.0294112933578)"
3,MEMORIAL BENCH,ERIK BLAIR EVANSON,S,PRESENT,,PARKS FOUNDATION,PAINTED,2,SIL245,BOWMONT PRK - X FRM 256 SILVER CREST DRIVE NW,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.195181107819,51.10112765483364,"(51.10112765483364, -114.195181107819)"
3,MEMORIAL BENCH,JARVIS EUGENE & HESPER GLORIA RUTHERFORD,NE,PRESENT,,,LACQUERED WOOD,,WLD050,EDWORTHY PRK-X FRM #157 WILDWOOD DR,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.15013439271644,51.055909060239756,"(51.055909060239756, -114.15013439271644)"
3,MEMORIAL BENCH,BARB & FRANK ROUTLEDGE,SW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,GPK704,N GLENMORE PRK,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.12845881267673,50.98851618705963,"(50.98851618705963, -114.12845881267673)"
1,BLEACHER,NOT APPLICABLE,S,NOT APPLICABLE,,,PAINTED,,PIN301,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.95776756918855,51.07912419782527,"(51.07912419782527, -113.95776756918855)"
3,MEMORIAL BENCH,MARY ROSE ARMIT & MARY LYNN HOWELL,SW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,QPK065,QUEENS PARK CEMETERY LOT 52 BLK 19 SECTION M,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.08013657163319,51.086447615411565,"(51.086447615411565, -114.08013657163319)"
3,MEMORIAL BENCH,MR & MRS WH KAY & FAMILY,E,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,MOP671,CONFEDERATION PARK E OF PARKING LOT ON E SIDE OF 10 ST,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.08227837371074,51.07747507696792,"(51.07747507696792, -114.08227837371074)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,NATURAL WOOD,,MAF361,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.08908500380319,50.99564757808752,"(50.99564757808752, -114.08908500380319)"
5,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,PAINTED,,HUN722,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.08443278715555,51.11663827278161,"(51.11663827278161, -114.08443278715555)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PAINTED,,MRT306,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.96511659042201,51.11265537469761,"(51.11265537469761, -113.96511659042201)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,LKV525,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.13690060925616,50.99877096849491,"(50.99877096849491, -114.13690060925616)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,DRN550,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.00869798717628,50.916392925282516,"(50.916392925282516, -114.00869798717628)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,,,DNC070,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.0692682220333,51.04651273115685,"(51.04651273115685, -114.0692682220333)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,LEG021,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,-114.02084545474638,50.854203703107565,"(50.854203703107565, -114.02084545474638)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,PAINTED,,HAW078,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.1819628157065,51.13769333443557,"(51.13769333443557, -114.1819628157065)"
5,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,STONE OR OTHER WITHOUT FINISH,,09Q787,,CALGARY PARKS,CALGARY PARKS,DECORATIVE STONE/BRICK,ACTIVE,-113.93640560528495,51.03355303466357,"(51.03355303466357, -113.93640560528495)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,VAL934,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.24560818711905,51.09615182441862,"(51.09615182441862, -114.24560818711905)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PLASTICIZED,,ASP002,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.21398691083151,51.050179835370386,"(51.050179835370386, -114.21398691083151)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,NATURAL WOOD,XX ACR 2,AUB005,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.95140329302808,50.88693415622069,"(50.88693415622069, -113.95140329302808)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,NATURAL WOOD,,DOV030,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-113.99320006165338,51.02657914874601,"(51.02657914874601, -113.99320006165338)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,NATURAL WOOD,,SAD341,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.95224441352184,51.128233982560516,"(51.128233982560516, -113.95224441352184)"
